coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
2368098,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_L_1531259881_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_L_1531259881_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_L_1531259881_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_L_1531259881.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:dd0ceb41-6d88-47f6-b85c-b1a7e8ce5317,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2368098,en
2368098,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_F_1531259901_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_F_1531259901_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_F_1531259901_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_F_1531259901.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:afcb99b9-2682-41ef-98c9-efb1c8429009,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2368098,en
2368098,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_D_1531261667_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_D_1531261667_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_D_1531261667_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962943_D_1531261667.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:e1955ada-758b-4169-8b1d-fd43387bb04f,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2368098,en
2368102,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_D_1531261697_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_D_1531261697_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_D_1531261697_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_D_1531261697.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:bc4d8565-b880-4ef5-a65e-e1b9e977dc4b,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2368102,en
2368102,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_L_1531261707_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_L_1531261707_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_L_1531261707_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_L_1531261707.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:9d93455f-1076-4870-a652-7caeebcb0433,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2368102,en
2368102,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_F_1531262590_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_F_1531262590_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_F_1531262590_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0962/UCSCRMIC0962947_F_1531262590.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:3348ba8b-bf06-4167-9e71-4200da53a4b5,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2368102,en
2379863,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_F_1534802542_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_F_1534802542_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_F_1534802542_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_F_1534802542.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:2e1a13d6-5ec0-4bc5-ab99-a2cb243438ec,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2379863,en
2379863,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_L_1534802924_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_L_1534802924_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_L_1534802924_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_L_1534802924.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:d9e0876c-326f-4990-844f-edb4a4f3b54b,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2379863,en
2379863,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_D_1534803236_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_D_1534803236_lg.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_D_1534803236_tn.jpg,https://media01.symbiota.org/media/scan/UCSC_RMIC/UCSCRMIC0892/UCSCRMIC0892377_D_1534803236.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"University of California, Santa Cruz",,"CC BY-NC (Attribution-NonCommercial)","Not-for-profit use only",,,,urn:uuid:8b91ab15-cfe9-42ca-ab1b-89c1c84a5144,"2023-08-15 09:27:48",https://ecdysis.org/collections/individual/index.php?occid=2379863,en
