coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
467550,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,54ae5caa-6fd5-43aa-a230-3e8227795ccf,"2023-06-20 14:31:37"
467551,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,ab3f8f20-608f-4f4d-bea0-64584c449ef9,"2023-06-20 14:31:37"
467552,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,ace9ef52-55b5-40e1-b731-e8d121f7f1e9,"2023-06-20 14:31:37"
467553,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,feeef947-a9c4-4365-b036-081d93bd7155,"2023-06-20 14:31:37"
467554,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,d14f1530-7462-466f-9c15-9fff0e971ef5,"2023-06-20 14:31:37"
467555,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,d1a86905-b2f1-41e2-a24a-505e323d562c,"2023-06-20 14:31:37"
467556,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,f8357d6d-2151-4b68-aa7f-6c9ecd70e9bf,"2023-06-20 14:31:37"
467557,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,9b99b5ee-acde-469a-8cff-40d6e2b30c12,"2023-06-20 14:31:37"
467558,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,12d66e8b-de61-41cb-88df-cad1700d9727,"2023-06-20 14:31:37"
467559,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,da16f49d-9fe1-43b4-8ea2-32ff16cc7ae9,"2023-06-20 14:31:37"
467560,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,e367231e-7869-4181-8569-f3f6a50e046f,"2023-06-20 14:31:37"
467561,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,f293880d-0522-4a1a-bbb3-c2b6f0bce066,"2023-06-20 14:31:37"
467562,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,3b732174-3dcf-4622-8966-a46758b37090,"2023-06-20 14:31:37"
467563,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,f116106f-56b1-4c17-b5cf-82d3dfb47535,"2023-06-20 14:31:37"
467564,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,061c0820-4162-4e1a-8313-d4f63365593f,"2023-06-20 14:31:37"
467565,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,9d9e9ccf-b261-45d2-9f42-8ddd188325e4,"2023-06-20 14:31:37"
467566,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",Anthophora,cockerelli,,,,,8282bf7c-112a-4037-8050-9f0191359efd,"2023-06-20 14:31:37"
