coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
92252,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,4bc7dec8-3adf-4e7b-bf8f-0650bb7ba7c1,"2023-06-20 14:31:37"
99010,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,6689e9f2-c49c-4137-96b7-b1f07b081dd7,"2023-06-20 14:31:37"
104185,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,8e839e4b-6187-4ecf-bc52-1cebec86a135,"2023-06-20 14:31:37"
157659,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,19e46669-7364-4fd4-b92c-0aead0e0d374,"2023-06-20 14:31:37"
158096,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,6663daed-88fc-45b7-b5a6-ab91a7987cba,"2023-06-20 14:31:37"
158985,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,bc4ab321-8a21-4aa6-88e5-a139b809a786,"2023-06-20 14:31:37"
198998,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,71f2e1ff-89d0-4efd-9320-74afa6ad18d8,"2023-06-20 14:31:37"
206853,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,d11b638b-1d07-4ea0-9edd-bada06cde7a3,"2023-06-20 14:31:37"
233704,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,f5595b53-64b0-4205-b93a-54f99b32de08,"2023-06-20 14:31:37"
237908,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,5cf7fc5b-7213-4232-9028-5e28af9f2364,"2023-06-20 14:31:37"
261530,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,29c68e64-fc43-46b3-8ccc-b93219bfaab9,"2023-06-20 14:31:37"
267191,"Parker, Frank",s.d.,,"Perdita multiflorae","Parker, 1988",Perdita,multiflorae,,,,,cd2ba0b4-9402-4291-a0c7-60130b8b8265,"2023-06-20 14:31:37"
1079217,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,dd2fd714-2023-4100-9738-833a8b55ff3d,"2023-06-20 14:31:37"
1079218,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,53709048-45e6-40ce-83ae-75891a7aa7f2,"2023-06-20 14:31:37"
1079219,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,8448044f-5c4b-4aca-a7e0-82850e8407bc,"2023-06-20 14:31:37"
1079220,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,497b4fb7-506d-4bf7-a52c-2695066e4ca3,"2023-06-20 14:31:37"
1079221,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,0b30dc65-a3e6-4fdd-b83b-e98c060e5f89,"2023-06-20 14:31:37"
1079222,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,597ae1c0-feda-4a67-a74c-d6a756382746,"2023-06-20 14:31:37"
1079223,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,03609951-7dcd-4329-987b-f537a2509e51,"2023-06-20 14:31:37"
1079224,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,52849c4e-3cc7-4c3e-9f1b-de84e3bb97c4,"2023-06-20 14:31:37"
1079225,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,43af3f99-3244-464c-8472-a735242ecf2a,"2023-06-20 14:31:37"
1079226,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,47d1b3a9-0638-4f7e-a5cd-d486f65d9e71,"2023-06-20 14:31:37"
1079227,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,f0ca08ee-62d4-4864-937d-a96c604790b7,"2023-06-20 14:31:37"
1079228,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,765fe36c-c388-4825-9328-c5d7eaec288d,"2023-06-20 14:31:37"
1079229,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,9801ec4f-c596-4e10-95dd-5aff3e1d6df3,"2023-06-20 14:31:37"
1079230,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,1c537ca1-0e51-41c1-9c52-cc1738a5c852,"2023-06-20 14:31:37"
1079231,unknown,s.d.,,"Perdita multiflorae","Parker 1988",Perdita,multiflorae,,,,,bf440744-d4f0-4479-9640-f4e0b3840a9a,"2023-06-20 14:31:37"
