coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
6431151,unknown,s.d.,,"Anthophora cockerelli","Timberlake, 1937",,,,,,,14d3ff9d-225c-4c39-82e4-9b18e7de13a5,"2026-04-02 15:45:02"
