id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
293664,KU,SEMC,,903ba65e-8420-4ffd-9dac-1215e88eb98b,PreservedSpecimen,44a465e3-1ed6-11e3-bfac-90b11c41863e,1009284,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita (Perdita) holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"Bohart, R & Brumley, R",,1963-06-09,,1963,6,9,160,,06/09/1963,,,,,,"US.UT.BohartBrumley1963.06.09 001",,,,,,,,adult,,,,"Pinned - 1",,Nearctic,,,,"United States",,Utah,Grand,,Moab,,38.5733,-109.5492,,,,,,,,,,,,,,,,,,"2012-03-23 10:59:00",https://creativecommons.org/publicdomain/zero/1.0/,,,9206aaa6-8115-491d-aa91-1af1ebd33e1e,https://library.big-bee.net/portal/collections/individual/index.php?occid=293664
1078454,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066678,BBSL318277,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,"T.L. Griswold 2000",,,,,,,"M. Andres, K. Keen, K. Receveur, C. Schultz",,1998,,1998,0,0,,,1998,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Nevada,Clark,,withheld,,36,-114,,,"36.00000, -114.00000",,,,,,,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,959218ac-e060-484b-8c32-22d3b06acc64,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078454
1078455,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066679,37052,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"W.R. Bowlin",,1992-05-24,,1992,5,24,145,,1992-5-24,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Flat Top, 3 mi W",,38.5382,-110.5447,,,"38.53820, -110.54470",,,,,,1584,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,5f1e7a05-7256-4c9a-9947-7136837a69f7,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078455
1078456,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066680,37034,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"D.K. Broemeling",,1984-06-04,,1984,6,4,156,,1984-6-4,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Gilson Butte, 3.2 air mi NE",,38.6299,-110.568,,,"38.62990, -110.56800",,,,,,1554,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,a8263e95-8bd1-4292-b5bb-43cd9dcb4e98,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078456
1078457,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066681,37042,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"D.K. Broemeling",,1985-08-25,,1985,8,25,237,,1985-8-25,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Wild Horse Creek, N Goblin Valley",,38.5961,-110.7028,,,"38.59610, -110.70280",,,,,,1493,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,57ab367e-a936-40d4-97d1-447dbe3b782b,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078457
1078458,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066682,151373,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"R.H. Crandall",,1937-09-13,,1937,9,13,256,,1937-9-13,,,,,,,,,,,,,,,,,,,,,,,,"United States",,"New Mexico",Otero,,Alamogordo,,32.89953,-105.96026,,,"32.89953, -105.96026",,,,,,,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,86de69f8-608a-4816-af40-9fb395445ad6,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078458
1078459,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066683,37038,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1992-05-25,,1992,5,25,146,,1992-5-25,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Big Flat Top, NE",,38.5197,-110.4463,,,"38.51970, -110.44630",,,,,,1630,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,44092b56-74df-4871-b07b-c9bad1fbc9e2,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078459
1078460,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066684,37041,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1992-05-24,,1992,5,24,145,,1992-5-24,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Flat Top, 0.5 mi E",,38.5404,-110.4813,,,"38.54040, -110.48130",,,,,,1645,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,a0104a63-e942-445e-8bfe-09defcd18fe0,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078460
1078461,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066685,37039,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1992-05-24,,1992,5,24,145,,1992-5-24,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Flat Top, 3 mi W",,38.5382,-110.5447,,,"38.53820, -110.54470",,,,,,1584,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,4b7ac0d6-cc60-4488-9f2e-a60c3fd5d4e1,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078461
1078462,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066686,37040,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1992-05-24,,1992,5,24,145,,1992-5-24,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Flat Top, 3 mi W",,38.5382,-110.5447,,,"38.53820, -110.54470",,,,,,1584,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,99b1c28e-0894-4e5a-87cf-7427400a666d,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078462
1078463,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066687,37053,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1992-05-24,,1992,5,24,145,,1992-5-24,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Flat Top, 3 mi W",,38.5382,-110.5447,,,"38.53820, -110.54470",,,,,,1584,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,bf235347-fc0a-4682-97fc-844944096f49,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078463
1078464,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066688,37054,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1992-08-16,,1992,8,16,229,,1992-8-16,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Gilson Butte, 0.5 mi E",,38.58,-110.59,,,"38.58000, -110.59000",,,,,,1554,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,ad02abea-2963-4167-903d-21bbf522379f,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078464
1078465,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066689,9639,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1980-09-15,,1980,9,15,259,,1980-9-15,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Gilson Butte, 2 air mi E",,38.5917,-110.5737,,,"38.59170, -110.57370",,,,,,,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,36fd9711-6741-4ab7-b20d-a77274da770f,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078465
1078466,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066690,9646,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1980-09-15,,1980,9,15,259,,1980-9-15,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Gilson Butte, 2 air mi E",,38.5917,-110.5737,,,"38.59170, -110.57370",,,,,,,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,4e9d46f7-2a77-466a-89ba-2937cd9e921e,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078466
1078467,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066691,9647,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1980-09-15,,1980,9,15,259,,1980-9-15,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Gilson Butte, 2 air mi E",,38.5917,-110.5737,,,"38.59170, -110.57370",,,,,,,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,8b5d5565-54df-4644-837f-abc92bf2c5aa,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078467
1078468,USDA-ARS,BBSL,,8011f62e-ea94-4fcd-b545-9ad1060d1a3f,PreservedSpecimen,659066692,9648,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"Perdita holoxantha",19931,"Timberlake, 1962",Perdita,,holoxantha,,,,,Species,,,,,,,,"T.L. Griswold",,1980-09-15,,1980,9,15,259,,1980-9-15,,,,,,,,,,,,,,,,,,,,,,,,"United States",,Utah,Emery,,"Little Gilson Butte, 2 air mi E",,38.5917,-110.5737,,,"38.59170, -110.57370",,,,,,,,,,,,,,,"2023-06-20 14:37:21",http://creativecommons.org/licenses/by/4.0/,,,8ffcfdd2-fcae-400f-ae58-2ffff2441c50,https://library.big-bee.net/portal/collections/individual/index.php?occid=1078468
