coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
7313,unknown,s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,73f650a0-b552-4f6e-9c6d-3b695f44d97e,"2023-06-20 14:31:37"
7314,unknown,s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,f1beee76-4591-433d-ba32-6a1b9ce006e5,"2023-06-20 14:31:37"
7315,unknown,s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,e31de4a7-442e-490c-be73-2e4987535c30,"2023-06-20 14:31:37"
7316,unknown,s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,97455635-f4a6-41a5-9b19-d5ea290e6105,"2023-06-20 14:31:37"
7317,unknown,s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,a655991b-4591-4730-9809-ae704391ef56,"2023-06-20 14:31:37"
144445,"Shinn, Alvin",s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,a9744192-27d0-4ad0-8f97-a47b850484f1,"2023-06-20 14:31:37"
215755,"Griswold, T",s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,8963c628-697a-42b0-be6a-901d9cead55d,"2023-06-20 14:31:37"
238451,"Shinn, Alvin",s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,17493293-7333-4358-88e4-c3dcd5ec41fd,"2023-06-20 14:31:37"
245551,"Shinn, Alvin",s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,090a6cb2-04b6-4103-9b0c-63a92f073a54,"2023-06-20 14:31:37"
259727,"Shinn, Alvin",s.d.,,"Calliopsis rhodophila","Cockerell, 1897",Calliopsis,rhodophila,,,,,29ca72db-eeb7-4830-80a0-33325ed11360,"2023-06-20 14:31:37"
770743,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,25c7e27a-d1a1-4ce2-8afa-4551a14d7c5f,"2023-06-20 14:31:37"
770744,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,f2e1c045-9e47-4e62-b931-e93603f4df10,"2023-06-20 14:31:37"
770745,"T.L. Griswold 1999",s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,fc7aea75-789e-44fa-bb72-123d70f9b7cd,"2023-06-20 14:31:37"
770746,"T.L. Griswold 1999",s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,1e3055e8-076b-4ac7-80c3-cbab51c4b00f,"2023-06-20 14:31:37"
770747,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,b96d7999-2b83-4496-92c1-afcbd35eb740,"2023-06-20 14:31:37"
770748,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,46292698-d76d-4f60-b0ba-dd5c1dc183d5,"2023-06-20 14:31:37"
770749,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,89e7af90-cc38-4d83-8515-4153796fa277,"2023-06-20 14:31:37"
770750,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,dc9e3e24-a27a-4eb1-b969-166594aae246,"2023-06-20 14:31:37"
770751,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,4611f50d-5d1e-4c9d-84ba-b94b846d4e37,"2023-06-20 14:31:37"
770752,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,c4bc56b9-c5d7-4734-ae88-0ab6b1f07178,"2023-06-20 14:31:37"
770753,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,7a7c2afb-1536-44a8-b024-3ce160dfe30a,"2023-06-20 14:31:37"
770754,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,111159a6-5e06-4a70-8207-760fd08220cd,"2023-06-20 14:31:37"
770755,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,c4cc74aa-649a-4ce1-ab16-de072eee5a17,"2023-06-20 14:31:37"
770756,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,e0e81e96-e797-4399-b60b-607c63407b9a,"2023-06-20 14:31:37"
770757,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,dc961823-af95-480e-a1ab-ba7c6f083412,"2023-06-20 14:31:37"
770758,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,30ef828c-e764-419c-adae-7fd2d4742f2a,"2023-06-20 14:31:37"
770759,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,78b9e597-68b8-4f72-8d25-19e31f88c41e,"2023-06-20 14:31:37"
770760,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,31bb8a67-3f15-47b7-9d9d-6ac452c4172c,"2023-06-20 14:31:37"
770761,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,93ae2529-724d-4e2d-9680-250b5edf3332,"2023-06-20 14:31:37"
770762,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,4a8952df-8c59-490c-a394-12ce91a67e56,"2023-06-20 14:31:37"
770763,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,6399e3d4-e57c-425e-88bf-d764abd9744f,"2023-06-20 14:31:37"
770764,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,95709c89-4d33-4760-9e2c-f8d3e3989a65,"2023-06-20 14:31:37"
770765,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,6d47dbe0-891e-44e9-8beb-19db6f0241bd,"2023-06-20 14:31:37"
770766,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,2b71bcb8-c016-43ac-98ba-1af8c1b1f541,"2023-06-20 14:31:37"
770767,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,e1989307-0f69-49e8-8b90-68dc7c4e6adc,"2023-06-20 14:31:37"
770768,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,1a1ffb98-7a88-4bbe-b951-4743f746b6b3,"2023-06-20 14:31:37"
770769,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,53d1438d-0eaa-4f12-ae62-6d984d142674,"2023-06-20 14:31:37"
770770,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,7bb77f89-5edd-4712-945f-b10ffa9edb9d,"2023-06-20 14:31:37"
770771,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,1810d51d-62b5-494b-af09-59d3450eeedf,"2023-06-20 14:31:37"
770772,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,53f85079-8619-474a-85ed-57d3a5cd8d41,"2023-06-20 14:31:37"
770773,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,87a53d58-a6da-4375-bdc6-696d6497fe40,"2023-06-20 14:31:37"
770774,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,033f614d-59eb-439b-9501-9a48ca710dbb,"2023-06-20 14:31:37"
770775,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,3bb96b5d-a3da-4dd1-85cb-8d4e11bb0518,"2023-06-20 14:31:37"
770776,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,0035fb90-a8cf-44a5-9a01-daf43c7c2f7f,"2023-06-20 14:31:37"
770777,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,54e19c9b-7c4f-40e6-8360-24a307dc0dba,"2023-06-20 14:31:37"
770778,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,aa2b3028-24e9-43d0-a914-c08a02371d3a,"2023-06-20 14:31:37"
770779,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,78abc54b-44ef-4216-b91d-b1bcedc292c0,"2023-06-20 14:31:37"
770780,unknown,s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,59eb49a0-bd9b-4cd3-ad49-9ecbf847a116,"2023-06-20 14:31:37"
770781,"J.S. Ascher 1970",s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,84ef0e5d-7a45-47e5-b579-70937362f39d,"2023-06-20 14:31:37"
770782,"J.S. Ascher 1970",s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,1faf906d-f847-41c3-a32e-6e8c270a5be1,"2023-06-20 14:31:37"
770783,"J.S. Ascher 1970",s.d.,,"Calliopsis rhodophila","Cockerell 1897",Calliopsis,rhodophila,,,,,92a0069a-813b-4952-bbdb-b5ca1fd70e9f,"2023-06-20 14:31:37"
