coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
107250,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62617237018988081302.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62617237018988081302.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp62617237018988081302att_1649406097_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62617237018988081302.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:9fd435e6-db20-4c53-ba09-1b70bf4c306c,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=107250,en
199806,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp61345533715926817960att_1649382178_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:459c0ef2-f08e-4dab-8ae5-e251766e6b17,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=199806,en
202593,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62894247604357336096.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62894247604357336096.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62894247604357336096.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62894247604357336096.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:e81b9539-3bce-4d30-ae0c-47eadc86cff5,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=202593,en
223710,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp61345533715926817960att_1649395898_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:044e4b15-64c5-44cc-8de7-76f0a1525170,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=223710,en
233409,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp61345533715926817960att_1649413074_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:7fbfbdc9-821f-4396-9bb9-3735ab7496f4,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=233409,en
235244,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61345533715926817960.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:adf9aad0-8607-4956-86a7-18b6fc6bebad,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=235244,en
240773,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:3b6fd8d6-3361-4d68-9c76-6a648d3ec800,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=240773,en
261835,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67419509000779635324.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67419509000779635324.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67419509000779635324.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67419509000779635324.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:da84fc71-33d6-4544-91cd-05d2c236ec25,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=261835,en
267516,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp65045143804762294554att_1649353534_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65045143804762294554.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:12fab349-666d-49e4-9405-27318efee3bc,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=267516,en
554572,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65687915732721271481.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65687915732721271481.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65687915732721271481.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65687915732721271481.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:7d78de00-8a78-4dc9-8d4b-7fc46ce0fcc2,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=554572,en
