coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
6845,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,3ac916b1-80ee-4cef-9537-c7ec2a14ce0f,"2023-06-20 14:31:37"
72105,"Katja Seltmann",2020-01-16,,"Protosmia rubifloris","(Cockerell, 1898)",,,,,,,de26c944-1ae5-4d33-8fd2-a72126dbeac9,"2021-11-02 16:19:26"
72105,"Douglas Yanega",2022,,"Ashmeadiella opuntiae","(Cockerell, 1897)",,,,,,,36fbd61a-669c-4926-a0d7-7392a98ab82b,"2022-04-22 16:53:19"
72105,unknown,unknown,,Apoidea,,,,,,,,04b84e43-bf1e-454c-8c8f-65d2eee3c2bf,"2021-11-02 16:19:26"
73766,"Katja Seltmann",2020-12-03,,Megachilidae,,,,,,,,c58d29c5-454a-455b-be84-2d792b398aee,"2022-04-22 16:53:19"
73766,"Douglas Yanega",2022,,"Ashmeadiella opuntiae","(Cockerell, 1897)",,,,,,,22ba148e-3fdb-416a-b897-9f6a4d901f86,"2022-04-22 16:53:19"
99987,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,56d104dc-92e3-426d-a0af-6b81f48e2704,"2023-06-20 14:31:37"
100520,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,b368935f-ae76-4b06-a969-efe129049ebc,"2023-06-20 14:31:37"
107250,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,e0c8acb4-4699-4e78-ad2c-1686abd76920,"2023-06-20 14:31:37"
110149,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,81935bd5-0aca-4969-8edf-48fddcbbe47f,"2023-06-20 14:31:37"
114131,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,6223adaa-941a-498a-a5df-63eda19bb4bb,"2023-06-20 14:31:37"
121365,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,6c8356ec-90c5-4081-a632-bfc234c64828,"2023-06-20 14:31:37"
135024,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,b7a8dcc2-254b-436f-aab5-5ab1982a55bb,"2023-06-20 14:31:37"
137689,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,80c5821c-e44b-4a19-84b5-8e6b9ca6b1c1,"2023-06-20 14:31:37"
142513,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,3353ed30-8092-4fd4-a387-741abea07a97,"2023-06-20 14:31:37"
147495,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,8cb450f4-3492-46cb-bd29-fbf676a8f66f,"2023-06-20 14:31:37"
148313,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,a21aa8ee-2dc8-4cf5-b32a-1d6db6f5f665,"2023-06-20 14:31:37"
156501,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,fea5e25d-8dce-46f4-9dd9-017677ba232b,"2023-06-20 14:31:37"
159120,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,10332a49-7a28-400c-95c4-3e30828844f0,"2023-06-20 14:31:37"
162446,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,4055ae89-8a9f-4eee-8e45-f9eb35c1938a,"2023-06-20 14:31:37"
199806,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,85b9a52b-280a-4280-a2e5-bcf9cfe34690,"2023-06-20 14:31:37"
202593,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,dcdc4f03-5982-4a70-9868-695db95cca61,"2023-06-20 14:31:37"
208077,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,2f15b81a-e4a7-435b-86a5-d515dd808ca2,"2023-06-20 14:31:37"
214440,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,37de9d7c-fd0e-4c6d-832d-955d76174580,"2023-06-20 14:31:37"
217726,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,a7a0d779-a42e-460f-b203-8536293fcfe3,"2023-06-20 14:31:37"
223710,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,3c27ffe4-c95b-4554-bafd-f1a7c6705563,"2023-06-20 14:31:37"
225179,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,b7748c65-a730-45f2-91bf-4a3365e29907,"2023-06-20 14:31:37"
231659,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,261875d3-1b98-403e-b4ed-53ca427cbc23,"2023-06-20 14:31:37"
233409,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,bbd484e5-1170-4284-8793-00e6dc250e8a,"2023-06-20 14:31:37"
235244,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,ecb8c8a2-a689-475d-8823-c3ebb529d898,"2023-06-20 14:31:37"
239732,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,b10f8b34-8bc2-410a-9141-c5ec8e46427c,"2023-06-20 14:31:37"
240773,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,2ca96dad-7392-42ec-a46e-6763dddc2249,"2023-06-20 14:31:37"
