coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
1066216,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137696_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137696_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137696_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137696_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:ac6b33f6-6ed1-4da5-bb3e-4002eafc42fb,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066216,en
1066217,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137702_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137702_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137702_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137702_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:740dde1c-98e8-4e31-91f1-429af830226a,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066217,en
1066218,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137703_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137703_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137703_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137703_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:7c5cd948-bd9b-4a9b-ae7c-d3c3af82dcb6,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066218,en
1066219,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137704_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137704_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137704_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137704_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:1da3bd89-8b41-4f34-bca8-7d7aa4e6ab65,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066219,en
1066220,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137705_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137705_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137705_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137705_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:17ea57d7-5156-4425-988f-98d41af7a28d,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066220,en
1066248,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137699_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137699_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137699_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137699_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:22ce3d80-6e3d-4800-80e5-87ac6ac6247e,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066248,en
1066258,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137687_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137687_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137687_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137687_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:a173f916-f538-4b63-a8c3-def179662d9e,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066258,en
1066259,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137690_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137690_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137690_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137690_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:f003ca9f-c46a-4375-b79b-25a646ea4c08,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066259,en
1066295,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137685_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137685_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137685_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137685_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:ebb97bc3-f63e-4ea2-a5e7-296bb071c8d4,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066295,en
1066296,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137686_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137686_labels_dorsal.JPG,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137686_labels_dorsal_tn.jpg,https://media01.symbiota.org/media/ecdysis/UA_UAIC/202108/UAIC1137686_labels_dorsal_lg.jpg,image/jpeg,StillImage,Photograph,,"University of Arizona Insect Collection (UA-UA)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:adedba4d-a81c-4568-8429-41986cc7b4a5,"2022-08-02 11:51:57",https://ecdysis.org/collections/individual/index.php?occid=1066296,en
