coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
790575,unknown,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,4bf48b1e-2a8c-4eb7-8948-266006442e04,"2023-04-27 19:14:40"
808493,"T. Griswold",2018,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,8a3ee130-b7a1-4b63-8bdc-ca4f22107d75,"2023-04-27 19:14:40"
808494,"T. Griswold",s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,b73ace40-36b1-4f9a-994a-484fce20f3cf,"2023-04-27 19:14:40"
808495,"T. Griswold",18-Jan,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,00b1bba8-e92b-4270-abaf-93242b674b12,"2023-04-27 19:14:40"
808496,"T. Griswold",s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,84908092-4e5c-46a3-ab52-90632f6fc7d1,"2023-04-27 19:14:40"
817331,CPMAB,s.d.,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,,cf5eb60c-cc4a-4931-82ae-a7b701d00b3b,"2023-04-27 19:14:40"
855001,"Katja Seltmann",2020-01-16,,"Protosmia rubifloris","(Cockerell, 1898)",,,,,,,159ad35f-4f51-4ea4-892b-f883754b1825,"2022-02-15 19:41:02"
855001,"Douglas Yanega",2022,,"Ashmeadiella opuntiae","(Cockerell, 1897)",,,,,,,5994171c-cf2d-4204-986f-dc3e7a03654d,"2022-04-07 13:28:34"
855001,unknown,unknown,,Apoidea,,,,,,,,058f280a-34c5-4830-91c1-ba19ad6617b3,"2022-02-15 19:41:02"
857437,"Katja Seltmann",2020-12-03,,Megachilidae,,,,,,,,13639c91-f92d-40ab-b414-e52e162c9a19,"2022-04-07 13:28:34"
857437,"Douglas Yanega",2022,,"Ashmeadiella opuntiae","(Cockerell, 1897)",,,,,,,6068adb7-9c81-43ae-bd50-8e6f8219a0a8,"2022-04-07 13:28:34"
1135477,"Robert L. Minckley",27-Feb-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,d3cc034b-763a-42a9-b027-768c0f121d6e,"2023-04-27 19:14:40"
1135478,"Robert L. Minckley",27-Feb-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,0787ac17-7a31-408c-861b-83969e355e28,"2023-04-27 19:14:40"
1135479,"Robert L. Minckley",21-May-10,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,11f4c56c-ac8f-4db2-9c42-9f2d567da299,"2023-04-27 19:14:40"
1135480,"Robert L. Minckley",19-Sep-09,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,99ec7630-8955-47c2-bc91-a1d1f4e3df79,"2023-04-27 19:14:40"
1135481,"Robert L. Minckley",22-Jan-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,6257408d-c1e1-46a2-be91-389fb8c8420d,"2023-04-27 19:14:40"
1135482,"Robert L. Minckley",22-Jan-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,6af3acdc-2b18-4e31-ad47-9ed9a3e59f0b,"2023-04-27 19:14:40"
1135483,"Robert L. Minckley",22-Jan-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,2168d280-d1c0-4d83-87f2-e0cb0de97a3f,"2023-04-27 19:14:40"
1135484,"Robert L. Minckley",22-Jan-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,9c657c8f-68d4-42ce-a9de-23a414119852,"2023-04-27 19:14:40"
1135485,"Robert L. Minckley",22-Jan-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,2c429bf8-15ce-4da4-96cc-b14edb4c8fd2,"2023-04-27 19:14:40"
1135486,"Robert L. Minckley",24-Oct-12,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,7257404e-a855-46fc-aecb-bb4b2a530a42,"2023-04-27 19:14:40"
1135487,"Robert L. Minckley",1-Dec-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,a36b20f6-ba7a-40d7-86c7-ae4474e48d6c,"2023-04-27 19:14:40"
1135488,"Robert L. Minckley",1-Dec-08,,"Ashmeadiella opuntiae","(Cockerell, 1897)",Ashmeadiella,opuntiae,,,,Ashmeadiella,c478a2b0-bfa1-429d-8609-ec84f4e77459,"2023-04-27 19:14:40"
