coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
108527,"Griswold, T",s.d.,,"Perdita excellens","Timberlake, 1958",Perdita,excellens,,,,,a0cbcfa1-deb1-4e9a-96bf-7f09d94e6ff6,"2023-06-20 14:31:37"
155502,"Griswold, T",s.d.,,"Perdita excellens","Timberlake, 1958",Perdita,excellens,,,,,99477a18-1bed-4198-8421-3a9588a85efe,"2023-06-20 14:31:37"
164537,"Griswold, T",s.d.,,"Perdita excellens","Timberlake, 1958",Perdita,excellens,,,,,13c6765b-4a8d-41d1-855d-546586eb1b52,"2023-06-20 14:31:37"
1103716,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,58538b91-4da2-4b50-965d-6cdb6b2c0e6f,"2023-06-20 14:31:37"
1103717,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,dd431740-3648-4b94-b85b-ca9873325faf,"2023-06-20 14:31:37"
1103718,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,09f22fc0-c083-4aa2-9000-31572e7bbdd8,"2023-06-20 14:31:37"
1103719,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,1e978e1c-d8e8-4de2-b66c-201e961a6538,"2023-06-20 14:31:37"
1103720,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,be47354d-e293-4eac-ac0c-cb95c8aaefa6,"2023-06-20 14:31:37"
1103721,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,3e07739b-bb54-45b6-8d92-c66aede64845,"2023-06-20 14:31:37"
1103722,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,c81ac7eb-0a1d-4a46-bf8b-1f12ca93cca1,"2023-06-20 14:31:37"
1103723,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,8151b853-c09f-422c-8ec2-ef417344519e,"2023-06-20 14:31:37"
1103724,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,ca3ffc9b-ed1e-4090-bcde-f779bec16d94,"2023-06-20 14:31:37"
1103725,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,f3ca45a4-3844-4049-9354-afca02773e1f,"2023-06-20 14:31:37"
1103726,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,47906938-b331-4cdc-8a6b-c587abf296ee,"2023-06-20 14:31:37"
1103727,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,2e3bacd6-ef16-4470-9d5c-b70f0a501b37,"2023-06-20 14:31:37"
1103728,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,27e9bc13-4d83-4d65-b362-97fc4e7bbb9d,"2023-06-20 14:31:37"
1103729,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,759a06f1-33d4-4fbe-a728-d8b5a6095a85,"2023-06-20 14:31:37"
1103730,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,1b2afb18-d288-407e-beac-fe645f5c29a7,"2023-06-20 14:31:37"
1103731,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,71ed9fc9-8132-4b4d-8523-70fb482a519a,"2023-06-20 14:31:37"
1103732,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,e9c28e33-aa80-4e70-85f9-4a4a1340e382,"2023-06-20 14:31:37"
1103733,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,78eb46d6-2b6f-44cb-850c-e10c9176ae0d,"2023-06-20 14:31:37"
1103734,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,7e8777a6-cab2-4e17-b39e-327c4ee0dd68,"2023-06-20 14:31:37"
1103735,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,8ddeb972-4b2d-47e2-82f1-2fba07c86bed,"2023-06-20 14:31:37"
1103736,"T.L. Griswold 2006",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,c3f25c9d-e653-45c1-bb31-f8c2c096e25d,"2023-06-20 14:31:37"
1103737,"T.L. Griswold 2000",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,3624e7f9-c7ea-4243-8c6c-f2709fe0ec84,"2023-06-20 14:31:37"
1103738,"T.L. Griswold 2000",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,5ac225c1-2f2b-4d47-8ee0-2997e5950eee,"2023-06-20 14:31:37"
1103739,"T.L. Griswold 2000",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,f02337ab-51a9-496c-a002-e849d42158e2,"2023-06-20 14:31:37"
1103740,"T.L. Griswold 2000",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,adb36637-d869-4563-9f82-1110e3f89982,"2023-06-20 14:31:37"
1103741,"T.L. Griswold 2000",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,5345f333-cb78-4b09-952e-d6401732d4c4,"2023-06-20 14:31:37"
1103742,"T.L. Griswold 2000",s.d.,,"Perdita cephalotes","(Cresson 1878)",Perdita,cephalotes,,,,,4393715b-b583-4447-9add-ddfa27e2b362,"2023-06-20 14:31:37"
