coreid,identifier,title,format,recordID,initialTimestamp
2431954,NULL,,,,"2026-04-21 14:11:54"
2432012,NULL,,,,"2026-04-21 14:11:54"
2432065,NULL,,,,"2026-04-21 14:11:54"
2432066,NULL,,,,"2026-04-21 14:11:54"
2432078,NULL,,,,"2026-04-21 14:11:54"
2432080,NULL,,,,"2026-04-21 14:11:54"
2432182,NULL,,,,"2026-04-21 14:11:54"
2432211,NULL,,,,"2026-04-21 14:11:54"
2432438,NULL,,,,"2026-04-21 14:11:54"
2432439,NULL,,,,"2026-04-21 14:11:54"
2432497,NULL,,,,"2026-04-21 14:11:54"
2432498,NULL,,,,"2026-04-21 14:11:54"
2432499,NULL,,,,"2026-04-21 14:11:54"
2432503,NULL,,,,"2026-04-21 14:11:54"
2432552,NULL,,,,"2026-04-21 14:11:54"
2432554,NULL,,,,"2026-04-21 14:11:54"
2432840,NULL,,,,"2026-04-21 14:11:54"
2432845,NULL,,,,"2026-04-21 14:11:54"
2432858,NULL,,,,"2026-04-21 14:11:54"
2433528,NULL,,,,"2026-04-21 14:11:54"
2433529,NULL,,,,"2026-04-21 14:11:54"
2433803,NULL,,,,"2026-04-21 14:11:54"
2433861,NULL,,,,"2026-04-21 14:11:54"
2433866,NULL,,,,"2026-04-21 14:11:54"
2433867,NULL,,,,"2026-04-21 14:11:54"
2433927,NULL,,,,"2026-04-21 14:11:54"
2434037,NULL,,,,"2026-04-21 14:11:54"
2434041,NULL,,,,"2026-04-21 14:11:54"
2434043,NULL,,,,"2026-04-21 14:11:54"
2434044,NULL,,,,"2026-04-21 14:11:54"
2434045,NULL,,,,"2026-04-21 14:11:54"
2434046,NULL,,,,"2026-04-21 14:11:54"
2434171,NULL,,,,"2026-04-21 14:11:54"
2434207,NULL,,,,"2026-04-21 14:11:54"
2434213,NULL,,,,"2026-04-21 14:11:54"
2434220,NULL,,,,"2026-04-21 14:11:54"
2434236,NULL,,,,"2026-04-21 14:11:54"
2434237,NULL,,,,"2026-04-21 14:11:54"
2434238,NULL,,,,"2026-04-21 14:11:54"
2434242,NULL,,,,"2026-04-21 14:11:54"
2434243,NULL,,,,"2026-04-21 14:11:54"
2434244,NULL,,,,"2026-04-21 14:11:54"
2434251,NULL,,,,"2026-04-21 14:11:54"
2434253,NULL,,,,"2026-04-21 14:11:54"
2434294,NULL,,,,"2026-04-21 14:11:54"
2434391,NULL,,,,"2026-04-21 14:11:54"
2434589,NULL,,,,"2026-04-21 14:11:54"
2434943,NULL,,,,"2026-04-21 14:11:54"
2434948,NULL,,,,"2026-04-21 14:11:54"
2434953,NULL,,,,"2026-04-21 14:11:54"
2434954,NULL,,,,"2026-04-21 14:11:54"
2435313,NULL,,,,"2026-04-21 14:11:54"
2435332,NULL,,,,"2026-04-21 14:11:54"
2435333,NULL,,,,"2026-04-21 14:11:54"
2435334,NULL,,,,"2026-04-21 14:11:54"
2435432,NULL,,,,"2026-04-21 14:11:54"
2435433,NULL,,,,"2026-04-21 14:11:54"
2435629,NULL,,,,"2026-04-21 14:11:54"
2435834,NULL,,,,"2026-04-21 14:11:54"
2435840,NULL,,,,"2026-04-21 14:11:54"
2436026,NULL,,,,"2026-04-21 14:11:54"
2436036,NULL,,,,"2026-04-21 14:11:54"
2436050,NULL,,,,"2026-04-21 14:11:54"
2436139,NULL,,,,"2026-04-21 14:11:54"
2436145,NULL,,,,"2026-04-21 14:11:54"
2436550,NULL,,,,"2026-04-21 14:11:55"
2436859,NULL,,,,"2026-04-21 14:11:55"
2436864,NULL,,,,"2026-04-21 14:11:55"
2437131,NULL,,,,"2026-04-21 14:11:55"
2437136,NULL,,,,"2026-04-21 14:11:55"
2437137,NULL,,,,"2026-04-21 14:11:55"
2437138,NULL,,,,"2026-04-21 14:11:55"
2437672,NULL,,,,"2026-04-21 14:11:55"
2437676,NULL,,,,"2026-04-21 14:11:55"
2438625,NULL,,,,"2026-04-21 14:11:55"
2438656,NULL,,,,"2026-04-21 14:11:55"
2439356,NULL,,,,"2026-04-21 14:11:55"
2439378,NULL,,,,"2026-04-21 14:11:55"
2439386,NULL,,,,"2026-04-21 14:11:55"
2439391,NULL,,,,"2026-04-21 14:11:55"
2439395,NULL,,,,"2026-04-21 14:11:55"
2439396,NULL,,,,"2026-04-21 14:11:55"
2439401,NULL,,,,"2026-04-21 14:11:55"
2439402,NULL,,,,"2026-04-21 14:11:55"
2439413,NULL,,,,"2026-04-21 14:11:55"
2439415,NULL,,,,"2026-04-21 14:11:55"
2439419,NULL,,,,"2026-04-21 14:11:55"
2439420,NULL,,,,"2026-04-21 14:11:55"
2439421,NULL,,,,"2026-04-21 14:11:55"
2440688,NULL,,,,"2026-04-21 14:11:55"
2440689,NULL,,,,"2026-04-21 14:11:55"
2440693,NULL,,,,"2026-04-21 14:11:55"
2440694,NULL,,,,"2026-04-21 14:11:55"
2442412,NULL,,,,"2026-04-21 14:11:55"
2442418,NULL,,,,"2026-04-21 14:11:55"
2442461,NULL,,,,"2026-04-21 14:11:55"
2442815,NULL,,,,"2026-04-21 14:11:55"
2445378,NULL,,,,"2026-04-21 14:11:55"
2445551,NULL,,,,"2026-04-21 14:11:55"
2445645,NULL,,,,"2026-04-21 14:11:55"
2445646,NULL,,,,"2026-04-21 14:11:55"
2445650,NULL,,,,"2026-04-21 14:11:55"
2445651,NULL,,,,"2026-04-21 14:11:55"
2445652,NULL,,,,"2026-04-21 14:11:55"
2445675,NULL,,,,"2026-04-21 14:11:55"
2445676,NULL,,,,"2026-04-21 14:11:55"
2446366,NULL,,,,"2026-04-21 14:11:55"
2446861,NULL,,,,"2026-04-21 14:11:55"
2446889,NULL,,,,"2026-04-21 14:11:55"
2447306,NULL,,,,"2026-04-21 14:11:55"
2447316,NULL,,,,"2026-04-21 14:11:55"
2447603,NULL,,,,"2026-04-21 14:11:55"
2447920,NULL,,,,"2026-04-21 14:11:55"
2447937,NULL,,,,"2026-04-21 14:11:55"
2448257,NULL,,,,"2026-04-21 14:11:55"
2448261,NULL,,,,"2026-04-21 14:11:55"
2448262,NULL,,,,"2026-04-21 14:11:55"
2448612,NULL,,,,"2026-04-21 14:11:55"
2449939,NULL,,,,"2026-04-21 14:11:55"
2449940,NULL,,,,"2026-04-21 14:11:55"
2451662,NULL,,,,"2026-04-21 14:11:55"
2451851,NULL,,,,"2026-04-21 14:11:55"
2451858,NULL,,,,"2026-04-21 14:11:55"
2452714,NULL,,,,"2026-04-21 14:11:55"
2452720,NULL,,,,"2026-04-21 14:11:55"
2452722,NULL,,,,"2026-04-21 14:11:55"
2452743,NULL,,,,"2026-04-21 14:11:55"
2452747,NULL,,,,"2026-04-21 14:11:55"
2452748,NULL,,,,"2026-04-21 14:11:55"
2452753,NULL,,,,"2026-04-21 14:11:55"
2453501,NULL,,,,"2026-04-21 14:11:55"
2453859,NULL,,,,"2026-04-21 14:11:55"
2454021,NULL,,,,"2026-04-21 14:11:55"
2454218,NULL,,,,"2026-04-21 14:11:55"
2454432,NULL,,,,"2026-04-21 14:11:55"
2454558,NULL,,,,"2026-04-21 14:11:55"
2454578,NULL,,,,"2026-04-21 14:11:55"
2455426,NULL,,,,"2026-04-21 14:11:55"
2455461,NULL,,,,"2026-04-21 14:11:55"
2455495,NULL,,,,"2026-04-21 14:11:55"
2456035,NULL,,,,"2026-04-21 14:11:55"
2456053,NULL,,,,"2026-04-21 14:11:55"
2456054,NULL,,,,"2026-04-21 14:11:55"
2458445,NULL,,,,"2026-04-21 14:11:55"
2458760,NULL,,,,"2026-04-21 14:11:55"
2459022,NULL,,,,"2026-04-21 14:11:55"
2459424,NULL,,,,"2026-04-21 14:11:55"
2459425,NULL,,,,"2026-04-21 14:11:55"
2459522,NULL,,,,"2026-04-21 14:11:55"
2459743,NULL,,,,"2026-04-21 14:11:55"
2460927,NULL,,,,"2026-04-21 14:11:55"
2461267,NULL,,,,"2026-04-21 14:11:55"
2461309,NULL,,,,"2026-04-21 14:11:55"
2461354,NULL,,,,"2026-04-21 14:11:55"
2461358,NULL,,,,"2026-04-21 14:11:55"
2461530,NULL,,,,"2026-04-21 14:11:55"
