coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
1307377,unknown,s.d.,,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,d3649613-3544-4d13-871e-82583f990ac4,"2023-04-27 19:14:40"
1346173,unknown,s.d.,,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,e2033f8d-1efa-4673-9f9b-425cabf77ab7,"2023-04-27 19:14:40"
1483180,"Mitchell, T. B. (Theodore B.)",1962,,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,b26fe5d4-ad37-4401-805b-1520243598a7,"2023-04-27 19:14:40"
1484633,"none specified","none specified",,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,9b3d68d3-af34-40a0-b754-fcc71b0ae384,"2023-04-27 19:14:40"
1485714,"none specified","none specified",,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,08aa72ba-9d73-47bf-b86c-0688281b0811,"2023-04-27 19:14:40"
1486570,"Mitchell, T. B. (Theodore B.)",1962,,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,6b695c91-226c-4409-8416-243ffed316df,"2023-04-27 19:14:40"
1488047,"none specified","none specified",,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,50afa8f1-d22e-43f1-9fe4-c7726b25826e,"2023-04-27 19:14:40"
1492146,"none specified","none specified",,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,634f7703-1cb4-4a3a-8515-cd720639ed78,"2023-04-27 19:14:40"
1493973,"Wiley, J. R. (James R.)",2012,,"Calliopsis coloradensis","Cresson, 1878",Calliopsis,coloradensis,,,,,ed5e318b-4380-417e-82ae-9c43c8222e84,"2023-04-27 19:14:40"
2953147,"Jason Gibbs",,,"Calliopsis coloradensis","Cresson 1878",,,,,,,8e38bef8-06a3-4f8b-91c0-c28f932f6af0,"2023-09-19 16:03:39"
