coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
102238,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:aa6058f7-a8b3-460a-84fb-3b8079f4774b,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=102238,en
110975,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:e794eefe-6910-4535-b8a1-3bacd458856a,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=110975,en
132113,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:ce79feb2-4d2c-4aa8-8b18-ca05a0790711,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=132113,en
213879,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp66542072339110204589att_1649384446_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:74d70102-19dc-4531-9af7-ff603b6eb1b1,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=213879,en
233534,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:cb284d54-5627-4044-96bf-15afc030075a,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=233534,en
251010,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp66542072339110204589att_1649415203_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:2fe002b7-d719-47df-9182-e9bca9a4b03d,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=251010,en
267558,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,https://media01.symbiota.org/media/bigbee/misc/202204/sp62300621542884058774att_1649431504_tn.jpg,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62300621542884058774.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:f89635d1-3aca-463d-8886-babe71c99bf9,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=267558,en
271882,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:b2d7ea42-873f-4f27-ab55-c02502226a63,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=271882,en
272677,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66542072339110204589.att.JPG,image/jpeg,StillImage,Photograph,,"University of Kansas Natural History Museum Entomology Division (KU-KU)",,"CC0 1.0 (Public-domain)",https://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:7e775530-1f41-44c2-8c4c-edf98a6b6ae4,"2021-11-02 18:27:18",https://library.big-bee.net/portal/collections/individual/index.php?occid=272677,en
1259425,https://inaturalist-open-data.s3.amazonaws.com/photos/126457211/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/126457211/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/126457211/small.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/126457211/medium.jpeg,image/jpeg,StillImage,Photograph,,"Keng-Lou James Hung","Keng-Lou James Hung","CC BY-NC (Attribution-NonCommercial)",http://creativecommons.org/licenses/by-nc/4.0/,,,,urn:uuid:222d1367-251a-4df7-9652-da475c7cf324,"2021-11-03 16:21:05",https://library.big-bee.net/portal/collections/individual/index.php?occid=1259425,en
