coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
696156,unknown,s.d.,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,,734c07f7-2af5-405b-afe7-823f2b071795,"2023-04-27 19:14:40"
696157,unknown,s.d.,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,,694d3bbb-b691-48c1-a039-ac229843eac7,"2023-04-27 19:14:40"
797576,CPMAB,s.d.,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,,cc0b7772-ac7f-40af-bacc-afd2d4b1c5e0,"2023-04-27 19:14:40"
797577,CPMAB,s.d.,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,,e299bfe6-1101-4904-b65c-c3ab5fbe7f70,"2023-04-27 19:14:40"
810764,unknown,s.d.,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,,9d09394c-b030-4a5a-a6fb-564b25efefd6,"2023-04-27 19:14:40"
1132408,"Robert L. Minckley",7-Nov-07,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,62dead10-2ccb-441c-a02a-67e90f96e51b,"2023-04-27 19:14:40"
1132409,"Robert L. Minckley",25-Sep-06,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,9d8c4e28-1b4c-4c72-b68f-60c20fb083b1,"2023-04-27 19:14:40"
1132410,"Robert L. Minckley",29-Dec-08,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,9880f4fe-aa7c-4813-ac5c-e1e0669c530f,"2023-04-27 19:14:40"
1132411,"Robert L. Minckley",29-Nov-06,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,9a2cb298-5128-4e3c-b1fc-86542310e0ff,"2023-04-27 19:14:40"
1132412,"Robert L. Minckley",29-Nov-06,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,73ec20d9-5a43-440a-a705-62647729cabf,"2023-04-27 19:14:40"
1132413,"Robert L. Minckley",29-Nov-06,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,45c67167-272c-478f-9fe3-9f7660a3a625,"2023-04-27 19:14:40"
1132414,"Robert L. Minckley",29-Nov-06,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,8330c4ba-75af-47d4-a508-1d086c36a187,"2023-04-27 19:14:40"
1132415,"Robert L. Minckley",27-Feb-08,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,137cee10-57e4-4bd3-acea-7f0bd6c2e6b3,"2023-04-27 19:14:40"
1132416,"Robert L. Minckley",29-Feb-08,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,7130c17c-bb02-4da5-94ab-bba8efc99a3d,"2023-04-27 19:14:40"
1132417,"Robert L. Minckley",13-Oct-08,,"Ashmeadiella bucconis","(Say, 1837)",Ashmeadiella,bucconis,,,,Ashmeadiella,58ebd0da-4933-45a9-b0ca-13f157a1b01b,"2023-04-27 19:14:40"
