coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
696156,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855096_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855096_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855096_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855096.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Ashmeadiella bucconis",,HasOrganism,urn:uuid:a884362c-fb6e-4bc5-8645-7f28973f220e,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696156,en
696156,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855130_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855130_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855130_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046-Ashmeadiella-b_1552855130.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Ashmeadiella bucconis",,HasOrganism,urn:uuid:0c38077c-79ec-46fb-8662-a491ee96f1be,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696156,en
696156,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046_Ashmeadiella_b_1552855166.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046_Ashmeadiella_b_1552855166.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046_Ashmeadiella_b_1552855166_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000046_Ashmeadiella_b_1552855166.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Ashmeadiella bucconis",,HasLabel,urn:uuid:ab821727-b118-4710-bf71-44c88c6c5cb4,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696156,en
696157,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857608_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857608_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857608_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857608.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Machaerantherea canescens",,HasOrganism,urn:uuid:08947465-774f-4118-8ee5-d641f374f9ab,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696157,en
696157,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857635_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857635_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857635_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047-Ashmeadiella-b_1552857635.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Machaerantherea canescens",,HasOrganism,urn:uuid:e96fa632-10b3-46eb-ada7-104a6b686bb4,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696157,en
696157,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047_Ashmeadiella_b_1552857664.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047_Ashmeadiella_b_1552857664.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047_Ashmeadiella_b_1552857664_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000047_Ashmeadiella_b_1552857664.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Machaerantherea canescens",,HasLabel,urn:uuid:d6514ccf-b8d8-4f1f-87af-744a3ba61072,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696157,en
1580092,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000536_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000536_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000536_had_lbs_tn.jpg,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000536_had_lbs_lg.jpg,image/jpeg,StillImage,Photograph,,"San Diego Natural History Museum Entomology Department (SDNHM-SDNHM)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:aa85b44b-b805-4808-8971-a24e07144704,"2023-06-07 16:53:09",https://ecdysis.org/collections/individual/index.php?occid=1580092,en
1588429,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000535_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000535_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000535_had_lbs_tn.jpg,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000535_had_lbs_lg.jpg,image/jpeg,StillImage,Photograph,,"San Diego Natural History Museum Entomology Department (SDNHM-SDNHM)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:5ced63bc-3425-498e-8268-b670e1f9c2b9,"2023-06-07 16:53:09",https://ecdysis.org/collections/individual/index.php?occid=1588429,en
1588430,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000540_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000540_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000540_had_lbs_tn.jpg,https://media01.symbiota.org/media/scan/misc/202207/SDNHM000540_had_lbs_lg.jpg,image/jpeg,StillImage,Photograph,,"San Diego Natural History Museum Entomology Department (SDNHM-SDNHM)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:7e069868-8c6b-4a42-8c03-68241a17782f,"2023-06-07 16:53:09",https://ecdysis.org/collections/individual/index.php?occid=1588430,en
1592182,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000537_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000537_had_lbs.JPG,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000537_had_lbs_tn.jpg,https://media01.symbiota.org/media/scan/misc/202301/SDNHM000537_had_lbs_lg.jpg,image/jpeg,StillImage,Photograph,,"San Diego Natural History Museum Entomology Department (SDNHM-SDNHM)",,"CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,,urn:uuid:0ceadeee-6b02-4603-8729-3b4817059f69,"2023-06-07 16:53:09",https://ecdysis.org/collections/individual/index.php?occid=1592182,en
