coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
696174,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767781_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767781_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767781_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767781.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Anthophora porterae",,HasOrganism,urn:uuid:fb6811fc-0f60-4444-846a-f23e34d52fa5,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696174,en
696174,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767810_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767810_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767810_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064-Anthophora-por_1552767810.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Anthophora porterae",,HasOrganism,urn:uuid:69ba666b-37ff-4d11-8910-332da37c28c6,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696174,en
696174,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064_Anthophora_por_1552767844.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064_Anthophora_por_1552767844.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064_Anthophora_por_1552767844_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000064_Anthophora_por_1552767844.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Anthophora porterae",,HasLabel,urn:uuid:0ac4b5f9-8a33-4f37-b05e-e32625bbbe1c,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696174,en
696175,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767959_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767959_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767959_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767959.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Anthophora porterae",,HasOrganism,urn:uuid:0c0fc58c-1622-4aa4-9527-28d87a5d28e5,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696175,en
696175,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767989_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767989_lg.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767989_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065-Anthophora-por_1552767989.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Anthophora porterae",,HasOrganism,urn:uuid:f9b31b6d-d2ee-4825-8baf-ccb9cb9d7ef9,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696175,en
696175,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065_Anthophora_por_1552768019.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065_Anthophora_por_1552768019.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065_Anthophora_por_1552768019_tn.jpg,https://media01.symbiota.org/media/ecdysis/DUGWAY_DUG-ENT/DPG0000/DPG1HEXA0000065_Anthophora_por_1552768019.jpg,image/jpeg,StillImage,Photograph,,"Dugway Proving Ground","Zane Holditch","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Anthophora porterae",,HasLabel,urn:uuid:0b565816-8508-4b30-bb41-baedc559d5c1,"2021-04-13 23:56:57",https://ecdysis.org/collections/individual/index.php?occid=696175,en
351318,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_1649913223_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_1649913223_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_1649913223_tn.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_1649913223.jpg,image/jpeg,StillImage,Photograph,,"ASUHIC, 2022","Jacob Kerwin","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,,urn:uuid:7b23a356-09f7-45a6-9d78-920d2525ef98,"2022-04-14 00:13:44",https://ecdysis.org/collections/individual/index.php?occid=351318,en
351318,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_lbs_1649913250_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_lbs_1649913250_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_lbs_1649913250_tn.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081493_had_lbs_1649913250.jpg,image/jpeg,StillImage,Photograph,,"ASUHIC, 2022","Jacob Kerwin","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Labels, specimen",,,urn:uuid:276daf84-4c30-47d7-a51e-73c0b48535bb,"2022-04-14 00:14:10",https://ecdysis.org/collections/individual/index.php?occid=351318,en
351319,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_1649913285_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_1649913285_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_1649913285_tn.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_1649913285.jpg,image/jpeg,StillImage,Photograph,,"ASUHIC, 2022","Jacob Kerwin","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,,urn:uuid:63cd055b-9727-4023-bf3d-30a6e335112e,"2022-04-14 00:14:46",https://ecdysis.org/collections/individual/index.php?occid=351319,en
351319,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_lbs_1649913302_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_lbs_1649913302_lg.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_lbs_1649913302_tn.jpg,https://media01.symbiota.org/media/ecdysis/ASU_ASUHIC/ASUHIC0081/ASUHIC0081494_had_lbs_1649913302.jpg,image/jpeg,StillImage,Photograph,,"ASUHIC, 2022","Jacob Kerwin","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Labels, specimen",,,urn:uuid:0f9b3e07-15c8-439e-b5c5-c6dfc9c7e134,"2022-04-14 00:15:03",https://ecdysis.org/collections/individual/index.php?occid=351319,en
