coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
85776,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,046bf148-cdd9-4831-b741-4fb94729c075,"2023-06-20 14:31:37"
86049,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,8a7500f3-04f9-4f67-8d9d-9c822b4245c6,"2023-06-20 14:31:37"
86294,"Danforth, Bryan",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,acabb1cc-7865-4372-a1df-88130e832275,"2023-06-20 14:31:37"
86545,"Danforth, Bryan",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,2f628466-55c9-4870-9f2e-9cf51afd8908,"2023-06-20 14:31:37"
86828,"Danforth, Bryan",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,77d0ad4f-f45b-415a-9212-c718e5400680,"2023-06-20 14:31:37"
86957,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,bc1aa881-4175-48b1-9059-df70aae801a7,"2023-06-20 14:31:37"
87527,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,2e378b0c-d316-4ca6-a958-a1a87b460c9f,"2023-06-20 14:31:37"
87832,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,5c3a90b3-46d9-4fcf-98b7-feae612cfae9,"2023-06-20 14:31:37"
87951,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,a4b64d65-1731-4cf7-b8fa-d6dfba0342a8,"2023-06-20 14:31:37"
87972,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,f90926f6-4536-4f46-9346-f40504e934c8,"2023-06-20 14:31:37"
88297,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,8ff5bdd2-8005-4082-aa01-8410f343be57,"2023-06-20 14:31:37"
88551,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,faa1daa6-6043-444f-bf83-df0782270153,"2023-06-20 14:31:37"
88608,"Timberlake, P",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,ed89e55b-da14-4ff3-a6d2-991d4aad47cf,"2023-06-20 14:31:37"
88843,"Danforth, Bryan",s.d.,,"Perdita callicerata","Cockerell, 1897",Perdita,callicerata,,,,,4c5b398e-ac96-430f-af5a-1075e2f0ca26,"2023-06-20 14:31:37"
