coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
107736,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,786badc3-92f9-4280-930e-8ca24c159fd7,"2023-06-20 14:31:37"
113316,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,64e58730-9a0f-402c-bb2f-e863d2821531,"2023-06-20 14:31:37"
113894,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,d8621e1f-067e-4bce-8da4-66c56ac88c58,"2023-06-20 14:31:37"
124737,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,aaef19c1-b0c7-45cf-a745-3819bc8b93e9,"2023-06-20 14:31:37"
133590,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,b6ad01dc-394a-46a4-9193-0a4029c6e840,"2023-06-20 14:31:37"
140295,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,f8db6cb9-89c9-474d-8e95-c26a91e7de1f,"2023-06-20 14:31:37"
145635,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,9957d648-14db-4fc0-829a-3f8fb0fd7e50,"2023-06-20 14:31:37"
148487,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,cde5c628-b3ef-4c8a-a029-f310062c5a59,"2023-06-20 14:31:37"
166193,"Rozen, Jerome",s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,ca0ba764-56b3-4aa7-a1fe-dce2ff907606,"2023-06-20 14:31:37"
166972,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,ab017db5-aea2-4117-b44a-5b319cd32ab5,"2023-06-20 14:31:37"
201167,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,3965bba3-37cb-4bb8-9e68-848866e7a3c6,"2023-06-20 14:31:37"
201651,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,359ee15c-3e79-43d8-9593-64ce1c0fbb3d,"2023-06-20 14:31:37"
209911,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,28325032-3715-4498-aa43-22e071d81616,"2023-06-20 14:31:37"
212884,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,e1662afd-9a00-4125-b167-1088cb348526,"2023-06-20 14:31:37"
214909,"Ascher, J",2005,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,7f25f214-59ee-4b51-8415-97b9d54a71e2,"2023-06-20 14:31:37"
215070,"Ascher, J",2005,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,6cfabea5-d598-4d44-a810-882cf7328159,"2023-06-20 14:31:37"
222106,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,cb4d26d3-90c5-4b3a-8319-4e3d81f745b1,"2023-06-20 14:31:37"
222684,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,7adc0441-4ec0-42c3-8868-f0511f9af366,"2023-06-20 14:31:37"
227064,"Ascher, J",2005,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,d5a7e9a1-2fa1-4ad9-aa66-f0dd96852d52,"2023-06-20 14:31:37"
243863,"Ascher, J",2005,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,fab0c311-9908-4763-90f1-a2a1c5f8d681,"2023-06-20 14:31:37"
251793,"Ascher, J",2005,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,e3423cf6-2d9e-4d77-99c5-8487489cac6c,"2023-06-20 14:31:37"
256056,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,af6548ab-56b3-4bd3-8389-0b69f1174c70,"2023-06-20 14:31:37"
258099,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,f61f0566-fb54-4047-9720-4c6132362d7a,"2023-06-20 14:31:37"
262422,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,cbd7fc47-27cf-4bef-82c7-318a8a90e9e1,"2023-06-20 14:31:37"
264860,"Rozen, Jerome",s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,0c26a982-0339-4e70-a6ec-cb62ee0ccd9e,"2023-06-20 14:31:37"
275525,"Ascher, J",2005,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,d96a91c0-ebc2-4d57-b3e6-9005f00b0e63,"2023-06-20 14:31:37"
276132,unknown,s.d.,,"Calliopsis zebrata","Cresson, 1878",Calliopsis,zebrata,,,,,63daefeb-41dd-455e-9216-7b75501550ab,"2023-06-20 14:31:37"
777348,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,0bfb966b-aec0-42e3-bac5-b438c59cd592,"2023-06-20 14:31:37"
777349,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,08d41e32-9fa9-4ddf-aeae-d885a4d1e663,"2023-06-20 14:31:37"
777350,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,32cab645-0ea9-4463-a9bb-996a22bad882,"2023-06-20 14:31:37"
777351,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,1a2b3da8-d980-43c4-ba43-15a2ddc262fd,"2023-06-20 14:31:37"
777352,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,ff2cc4a1-5cb7-4bb1-8166-28ce86e79614,"2023-06-20 14:31:37"
777353,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,99d03f55-9a74-479b-9897-e995ea9831e7,"2023-06-20 14:31:37"
777354,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,3f70bb94-8b08-428f-9479-83241430e825,"2023-06-20 14:31:37"
777355,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,7d33a356-c946-4da7-a09d-fb731233553c,"2023-06-20 14:31:37"
777356,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,700912f3-5e58-4d30-b6b2-9c778920bb2d,"2023-06-20 14:31:37"
777357,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,980faf17-f43e-474a-a65c-f86e8041b299,"2023-06-20 14:31:37"
777358,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,603d3fb4-bb33-4ae0-a114-ac0560b62b46,"2023-06-20 14:31:37"
777359,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,7a6f711a-d517-47e5-a570-8ff6f8d347a4,"2023-06-20 14:31:37"
777360,unknown,s.d.,,"Calliopsis zebrata","Cresson 1878",Calliopsis,zebrata,,,,,a1873102-8ddc-4953-9c74-ed30fdb4f0e6,"2023-06-20 14:31:37"
