coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
88518,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,b67d21e6-8c4b-403d-bd43-851b8726dd95,"2023-06-20 14:31:37"
88543,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,6367b396-270d-45c8-9a8c-9249b3f45f62,"2023-06-20 14:31:37"
97994,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,a55c8cc7-8282-47b8-8761-e578ae25e5e8,"2023-06-20 14:31:37"
99575,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,080eccff-eaa9-4b53-903d-4751d28d6f65,"2023-06-20 14:31:37"
102047,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,98c13d21-81b5-4419-ac33-d4f8139450f6,"2023-06-20 14:31:37"
115993,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,89d5328d-29b2-40cc-a3e9-36e859ea90e1,"2023-06-20 14:31:37"
118539,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,f918b581-ae29-4682-84c5-d3c14fa20ff5,"2023-06-20 14:31:37"
122461,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,0fedad64-437e-417a-84f4-08a59bd1f554,"2023-06-20 14:31:37"
124941,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,b6d0594f-e1a3-4821-8d39-5b0999402460,"2023-06-20 14:31:37"
132335,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,2c22492b-6c32-4a53-8fa5-9296bdd3435e,"2023-06-20 14:31:37"
155611,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,182f7d70-45e2-4350-94f6-1c244f5405a0,"2023-06-20 14:31:37"
156685,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,2468b6e1-a49f-4860-b212-0889456113b7,"2023-06-20 14:31:37"
156717,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,6130dba4-d0b7-42f3-b22b-794b03864656,"2023-06-20 14:31:37"
160700,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,235c4cc2-2bc1-4b5b-b57d-b3887661779a,"2023-06-20 14:31:37"
162532,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,f467a5fb-2c93-4c7d-acdb-1bd4aed72941,"2023-06-20 14:31:37"
163450,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,968252e3-c801-4304-a28f-e3d303eab4d3,"2023-06-20 14:31:37"
204949,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,1b47601f-a3da-449e-9d60-8910117fe730,"2023-06-20 14:31:37"
225828,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,74e27391-68cd-40b6-aea8-031baf1bb4ef,"2023-06-20 14:31:37"
229395,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,d69a7efc-4c07-48f7-b823-1a75c72865a6,"2023-06-20 14:31:37"
236609,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,c020a3d7-2062-4aee-9c03-43ebf6f459b7,"2023-06-20 14:31:37"
244168,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,729e0faf-bdf8-43b2-be61-2a9090c63768,"2023-06-20 14:31:37"
244183,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,87d547e2-09fc-42f5-af2f-31b1bf3d9fc8,"2023-06-20 14:31:37"
247927,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,d95e6ef4-aa19-403a-8270-a2936f52b865,"2023-06-20 14:31:37"
251139,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,74ec1497-4b0c-4b7b-8558-ab49f06e1753,"2023-06-20 14:31:37"
259262,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,472e7f27-af03-4195-9c84-091e1f8d075e,"2023-06-20 14:31:37"
260615,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,2c262ee6-c958-40ab-b3ca-78f5cf1e6abc,"2023-06-20 14:31:37"
274667,"Timberlake, P",s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,ea36751d-42b7-4ea6-8bd1-fa6ffa5d0b46,"2023-06-20 14:31:37"
293780,unknown,s.d.,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,d9549868-d994-4463-aae0-e90b0dd8a803,"2023-06-20 14:31:37"
293781,unknown,1905-05-31,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,f9b7058d-8ff4-40f0-8f9d-d022085381b2,"2023-06-20 14:31:37"
329864,"Timberlake, P",1960,,"Perdita xanthochroa","Timberlake, 1960",Perdita,xanthochroa,,,,,7ef46365-718d-4143-a7c5-d992c1d949b9,"2023-06-20 14:31:37"
1053472,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,a3673482-6a76-47de-8f83-89f45fcdb81f,"2023-06-20 14:31:37"
1053473,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,289cf20f-dec4-45de-a0e6-f73b5c9735f6,"2023-06-20 14:31:37"
1053474,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,c49da35a-2e94-4118-b84a-f868656374da,"2023-06-20 14:31:37"
1053475,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,575789a8-eb94-42ab-9a41-926c160da9ae,"2023-06-20 14:31:37"
1053476,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,7d36f1ec-4bd4-4db1-b4ef-650b02727364,"2023-06-20 14:31:37"
1053477,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,1fd9130e-1524-4aa8-a7a6-ea49e540e7c6,"2023-06-20 14:31:37"
1053478,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,567ecc3c-e03a-4387-9558-e67747f27d8a,"2023-06-20 14:31:37"
1053479,unknown,s.d.,,"Perdita xanthochroa","Timberlake 1960",Perdita,xanthochroa,,,,,6a45229f-423b-4ba2-b3ec-e2331a113052,"2023-06-20 14:31:37"
